Ob,city,manner_of_death,armed,age,gender,race,state,signs_of_mental_illness,threat_level,flee,body_camera,NumberOfSubjects,SubjectArmed,SubjectRace,SubjectGender,SubjectAge,Numbershots,Numberofofficers,OfficerRace,OfficerGender
7754,Houston,shot,gun,29,M,B,TX,FALSE,attack,NA,FALSE,1,Y,B,M,37,3,1,L,M
7755,Houston,shot,gun,29,M,B,TX,FALSE,attack,NA,FALSE,1,Y,B,M,37,3,2,B;B,M;M
7756,Houston,shot,gun,29,M,B,TX,FALSE,attack,NA,FALSE,1,Y,L,M,26,3,1,W,M
7757,Houston,shot,gun,29,M,B,TX,FALSE,attack,NA,FALSE,1,Y,B,U,U,3,1,W,M
7758,Houston,shot,gun,29,M,B,TX,FALSE,attack,NA,FALSE,1,Y,B,M,23,3,1,L,M
7759,Houston,shot,gun,29,M,B,TX,FALSE,attack,NA,FALSE,1,Y,B,U,U,3,1,W,M
7760,Houston,shot,gun,29,M,B,TX,FALSE,attack,NA,FALSE,1,N,U,U,U,3,1,W,M
7761,Houston,shot,gun,29,M,B,TX,FALSE,attack,NA,FALSE,1,Y,B,U,U,3,3,W;W;L,M;M;M
7762,Houston,shot,gun,29,M,B,TX,FALSE,attack,NA,FALSE,1,Y,L,U,U,3,2,L;W,M;M
7763,Houston,shot,gun,29,M,B,TX,FALSE,attack,NA,FALSE,1,N,L,U,U,3,2,L;W,M;M
7764,Houston,shot,gun,29,M,B,TX,FALSE,attack,NA,FALSE,1,Y,B,M,29,3,1,L,M
7765,Houston,shot,gun,29,M,B,TX,FALSE,attack,NA,FALSE,1,N,W,U,U,3,2,B;W,M;M
7766,Houston,shot,gun,29,M,B,TX,FALSE,attack,NA,FALSE,1,N,B,M,38,3,2,L;B,M;M
7767,Houston,shot,gun,29,M,B,TX,FALSE,attack,NA,FALSE,1,N,B,M,26,3,1,W,M
7768,Houston,shot,gun,29,M,B,TX,FALSE,attack,NA,FALSE,1,N,B,U,U,3,1,B,M
7769,Houston,shot,gun,29,M,B,TX,FALSE,attack,NA,FALSE,1,N,W,M,45,3,1,L,M
7770,Houston,shot,gun,29,M,B,TX,FALSE,attack,NA,FALSE,1,Y,L,M,52,3,1,W,M
7771,Houston,shot,gun,29,M,B,TX,FALSE,attack,NA,FALSE,1,N,W,U,U,3,1,W,M
7772,Houston,shot,gun,29,M,B,TX,FALSE,attack,NA,FALSE,1,Y,B,M,35,3,1,L,M
7773,Houston,shot,gun,29,M,B,TX,FALSE,attack,NA,FALSE,1,N,B,M,U,3,1,B,F
7774,Houston,shot,gun,29,M,B,TX,FALSE,attack,NA,FALSE,1,N,W,M,63,3,2,W;L,M;M
7775,Houston,shot,gun,29,M,B,TX,FALSE,attack,NA,FALSE,1,N,B,U,U,3,1,B,M
7776,Houston,shot,gun,29,M,B,TX,FALSE,attack,NA,FALSE,1,U,L,M,U,3,1,B,M
7777,Houston,shot,gun,29,M,B,TX,FALSE,attack,NA,FALSE,1,N,B,M,36,3,1,B,M
7778,Houston,shot,gun,29,M,B,TX,FALSE,attack,NA,FALSE,1,N,U,U,U,3,2,W;L,M;M
7779,Houston,shot,gun,29,M,B,TX,FALSE,attack,NA,FALSE,1,Y,U,M,U,3,1,W,M
7780,Houston,shot,gun,29,M,B,TX,FALSE,attack,NA,FALSE,1,N,B,M,23,3,2,W;W,M;M
7781,Houston,shot,gun,29,M,B,TX,FALSE,attack,NA,FALSE,1,Y,B,M,21,3,1,W,M
7782,Houston,shot,gun,29,M,B,TX,FALSE,attack,NA,FALSE,1,Y,W,U,U,3,4,W;L;W;W,M;M;M;M
7783,Houston,shot,gun,29,M,B,TX,FALSE,attack,NA,FALSE,1,Y,B,M,32,3,1,B,M
7784,Houston,shot,gun,29,M,B,TX,FALSE,attack,NA,FALSE,1,Y,B,M,17,3,3,A;L;L,M;M;M
7785,Houston,shot,gun,29,M,B,TX,FALSE,attack,NA,FALSE,1,N,B,U,U,3,1,B,M
7786,Houston,shot,gun,29,M,B,TX,FALSE,attack,NA,FALSE,1,N,W,M,55,3,1,B,M
7787,Houston,shot,gun,29,M,B,TX,FALSE,attack,NA,FALSE,1,Y,L,M,20,3,1,A,M
7788,Houston,shot,gun,29,M,B,TX,FALSE,attack,NA,FALSE,1,Y,B,M,23,3,1,W,M
7789,Houston,shot,knife,54,M,NA,TX,FALSE,other,Not fleeing,FALSE,1,Y,B,M,23,3,1,L,M
7790,Houston,shot,knife,54,M,NA,TX,FALSE,other,Not fleeing,FALSE,1,N,L,U,U,3,2,W;W,M;M
7791,Houston,shot,knife,54,M,NA,TX,FALSE,other,Not fleeing,FALSE,1,N,B,M,54,3,1,W,M
7792,Houston,shot,knife,54,M,NA,TX,FALSE,other,Not fleeing,FALSE,1,N,B,U,U,3,1,L,M
7793,Houston,shot,knife,54,M,NA,TX,FALSE,other,Not fleeing,FALSE,1,N,B,U,U,3,1,L,M
7794,Houston,shot,knife,54,M,NA,TX,FALSE,other,Not fleeing,FALSE,1,N,B,U,U,3,1,L,M
7795,Houston,shot,knife,54,M,NA,TX,FALSE,other,Not fleeing,FALSE,1,N,W,M,U,3,1,B,M
7796,Houston,shot,knife,54,M,NA,TX,FALSE,other,Not fleeing,FALSE,1,N,L,U,U,3,1,W,M
7797,Houston,shot,knife,54,M,NA,TX,FALSE,other,Not fleeing,FALSE,1,N,B,M,37,3,1,B,M
7798,Houston,shot,knife,54,M,NA,TX,FALSE,other,Not fleeing,FALSE,1,Y,B,M,44,3,2,W;W,M;M
7799,Houston,shot,knife,54,M,NA,TX,FALSE,other,Not fleeing,FALSE,1,N,W,M,32,3,1,L,M
7800,Houston,shot,knife,54,M,NA,TX,FALSE,other,Not fleeing,FALSE,1,N,L,M,25,3,1,L,M
7801,Houston,shot,knife,54,M,NA,TX,FALSE,other,Not fleeing,FALSE,1,N,W,M,37,3,1,W,M
7802,Houston,shot,knife,54,M,NA,TX,FALSE,other,Not fleeing,FALSE,1,N,U,U,U,3,1,L,M
7803,Houston,shot,knife,54,M,NA,TX,FALSE,other,Not fleeing,FALSE,1,N,L,U,U,3,1,W,M
7804,Houston,shot,knife,54,M,NA,TX,FALSE,other,Not fleeing,FALSE,1,Y,W,M,21,3,2,A;A,M;M
7805,Houston,shot,knife,54,M,NA,TX,FALSE,other,Not fleeing,FALSE,1,N,B,M,18,3,1,W,M
7806,Houston,shot,knife,54,M,NA,TX,FALSE,other,Not fleeing,FALSE,1,Y,L,M,40,3,1,W,M
7807,Houston,shot,knife,54,M,NA,TX,FALSE,other,Not fleeing,FALSE,1,Y,L,M,28,3,1,L,M
7808,Houston,shot,knife,54,M,NA,TX,FALSE,other,Not fleeing,FALSE,1,N,B,U,U,3,1,L,M
7809,Houston,shot,knife,54,M,NA,TX,FALSE,other,Not fleeing,FALSE,1,U,B,U,U,3,1,W,M;M
7810,Houston,shot,knife,54,M,NA,TX,FALSE,other,Not fleeing,FALSE,1,N,B,U,U,3,1,W,M
7811,Houston,shot,knife,54,M,NA,TX,FALSE,other,Not fleeing,FALSE,1,N,U,N/A,N/A,3,1,W,M
7812,Houston,shot,knife,54,M,NA,TX,FALSE,other,Not fleeing,FALSE,1,Y,L,M,28,3,2,W;W,M;M
7813,Houston,shot,knife,54,M,NA,TX,FALSE,other,Not fleeing,FALSE,1,Y,B,M,69,3,1,B,M
7814,Houston,shot,knife,54,M,NA,TX,FALSE,other,Not fleeing,FALSE,1,Y,W,M,32,3,2,L;A,M;M
7815,Houston,shot,knife,54,M,NA,TX,FALSE,other,Not fleeing,FALSE,1,Y,U,U,U,3,1,W,M
7816,Houston,shot,knife,54,M,NA,TX,FALSE,other,Not fleeing,FALSE,1,Y,U,U,U,3,1,W,M
7817,Houston,shot,knife,54,M,NA,TX,FALSE,other,Not fleeing,FALSE,1,Y,B,U,U,3,6,W;W;W;W;W;W,M;M;M;M;M;M
7818,Houston,shot,knife,54,M,NA,TX,FALSE,other,Not fleeing,FALSE,1,N,B,M,34,3,1,B,M
7819,Houston,shot,knife,54,M,NA,TX,FALSE,other,Not fleeing,FALSE,1,Y,B,M,21,3,1,W,M
7820,Houston,shot,knife,54,M,NA,TX,FALSE,other,Not fleeing,FALSE,1,Y,B,U,U,3,1,W,M
7821,Houston,shot,knife,54,M,NA,TX,FALSE,other,Not fleeing,FALSE,1,N,B,U,U,3,1,W,M
7822,Houston,shot,knife,54,M,NA,TX,FALSE,other,Not fleeing,FALSE,1,N,B,U,U,3,1,W,M
7823,Houston,shot,knife,54,M,NA,TX,FALSE,other,Not fleeing,FALSE,1,Y,B,M,37,3,1,L,M
7824,Houston,shot,knife,54,M,NA,TX,FALSE,other,Not fleeing,FALSE,1,Y,B,M,37,3,1,L,M
7825,Houston,shot,knife,54,M,NA,TX,FALSE,other,Not fleeing,FALSE,1,Y,B,M,49,3,1,W,M
7826,Houston,shot,knife,54,M,NA,TX,FALSE,other,Not fleeing,FALSE,1,Y,B,M,24,3,2,W;W,M;M
7827,Houston,shot,knife,54,M,NA,TX,FALSE,other,Not fleeing,FALSE,1,Y,L,U,U,3,2,L;W,M;M
7828,Houston,shot,knife,54,M,NA,TX,FALSE,other,Not fleeing,FALSE,1,Y,L,M,26,3,1,W,M
7829,Houston,shot,knife,54,M,NA,TX,FALSE,other,Not fleeing,FALSE,1,N,B,M,38,3,2,L;B,M;M
7830,Houston,shot,knife,54,M,NA,TX,FALSE,other,Not fleeing,FALSE,1,N,B,U,U,3,1,B,M
7831,Houston,shot,knife,54,M,NA,TX,FALSE,other,Not fleeing,FALSE,1,N,B,M,25,3,2,W;W,M;M
7832,Houston,shot,knife,54,M,NA,TX,FALSE,other,Not fleeing,FALSE,1,Y,B,M,31,3,1,B,M
7833,Houston,shot,knife,54,M,NA,TX,FALSE,other,Not fleeing,FALSE,1,N,U,M,U,3,2,L;W,M;M
7834,Houston,shot,knife,54,M,NA,TX,FALSE,other,Not fleeing,FALSE,1,N,W,M,63,3,2,W;L,M;M
7835,Houston,shot,knife,54,M,NA,TX,FALSE,other,Not fleeing,FALSE,1,Y,B,M,29,3,1,W,M
7836,Houston,shot,knife,54,M,NA,TX,FALSE,other,Not fleeing,FALSE,1,N,L,M,33,3,2,W;W,M;M
7837,Houston,shot,knife,54,M,NA,TX,FALSE,other,Not fleeing,FALSE,1,Y,A,M,30,3,4,W,M
7838,Houston,shot,knife,54,M,NA,TX,FALSE,other,Not fleeing,FALSE,1,Y,W,F,40,3,2,W;B,M;M
7839,Houston,shot,knife,54,M,NA,TX,FALSE,other,Not fleeing,FALSE,1,N,W,M,30,3,1,W,M
7840,Houston,shot,knife,54,M,NA,TX,FALSE,other,Not fleeing,FALSE,1,Y,B,U,U,3,2,W;L,M;M
7841,Houston,shot,knife,54,M,NA,TX,FALSE,other,Not fleeing,FALSE,1,Y,L,M,23,3,1,W,M
7842,Houston,shot,knife,54,M,NA,TX,FALSE,other,Not fleeing,FALSE,1,N,L,U,U,3,1,L,M
7843,Houston,shot,knife,54,M,NA,TX,FALSE,other,Not fleeing,FALSE,1,N,L,M,35,3,1,L,M
7844,Houston,shot,knife,54,M,NA,TX,FALSE,other,Not fleeing,FALSE,1,N,L,U,U,3,1,W,M
7845,Houston,shot,knife,54,M,NA,TX,FALSE,other,Not fleeing,FALSE,1,Y,L,M,60,3,2,L;L,M;M
7846,Houston,shot,knife,54,M,NA,TX,FALSE,other,Not fleeing,FALSE,1,N,W,M,29,3,1,B,F
7847,Houston,shot,knife,54,M,NA,TX,FALSE,other,Not fleeing,FALSE,1,Y,B,U,U,3,3,L;W;W,M;M;M
7848,Houston,shot,knife,54,M,NA,TX,FALSE,other,Not fleeing,FALSE,1,N,B,M,47,3,1,B,F
7849,Houston,shot,knife,54,M,NA,TX,FALSE,other,Not fleeing,FALSE,1,N,W,M,55,3,1,B,M
7850,Houston,shot,knife,54,M,NA,TX,FALSE,other,Not fleeing,FALSE,1,Y,L,M,20,3,1,A,M
7851,Houston,shot,knife,54,M,NA,TX,FALSE,other,Not fleeing,FALSE,1,N,B,M,28,3,1,L,M
7852,Houston,shot,knife,54,M,NA,TX,FALSE,other,Not fleeing,FALSE,1,Y,B,M,34,3,1,W,M
7853,Houston,shot,gun,38,M,B,TX,FALSE,other,Not fleeing,TRUE,1,N,L,U,U,3,2,W;W,M;M
7854,Houston,shot,gun,38,M,B,TX,FALSE,other,Not fleeing,TRUE,1,N,B,M,54,3,1,W,M
7855,Houston,shot,gun,38,M,B,TX,FALSE,other,Not fleeing,TRUE,1,N,B,M,41,3,1,W,M
7856,Houston,shot,gun,38,M,B,TX,FALSE,other,Not fleeing,TRUE,1,Y,B,M,32,3,2,W;A,M;M
7857,Houston,shot,gun,38,M,B,TX,FALSE,other,Not fleeing,TRUE,1,N,L,M,32,3,1,L,M
7858,Houston,shot,gun,38,M,B,TX,FALSE,other,Not fleeing,TRUE,1,Y,B,U,U,3,1,A,M
7859,Houston,shot,gun,38,M,B,TX,FALSE,other,Not fleeing,TRUE,1,N,B,M,27,3,1,B,M
7860,Houston,shot,gun,38,M,B,TX,FALSE,other,Not fleeing,TRUE,1,Y,W,M,49,3,1,W,M
7861,Houston,shot,gun,38,M,B,TX,FALSE,other,Not fleeing,TRUE,1,N,B,M,26,3,1,L,M
7862,Houston,shot,gun,38,M,B,TX,FALSE,other,Not fleeing,TRUE,1,N,B,M,21,3,2,H;U,M;U
7863,Houston,shot,gun,38,M,B,TX,FALSE,other,Not fleeing,TRUE,1,N,B,M,47,3,1,B,M
7864,Houston,shot,gun,38,M,B,TX,FALSE,other,Not fleeing,TRUE,1,N,L,M,40,3,1,L,M
7865,Houston,shot,gun,38,M,B,TX,FALSE,other,Not fleeing,TRUE,1,N,L,M,35,3,1,L,M
7866,Houston,shot,gun,38,M,B,TX,FALSE,other,Not fleeing,TRUE,1,N,L,U,U,3,2,W;L,M;M
7867,Houston,shot,gun,38,M,B,TX,FALSE,other,Not fleeing,TRUE,1,Y,A,U,U,3,2,B;B,M;M
7868,Houston,shot,gun,38,M,B,TX,FALSE,other,Not fleeing,TRUE,1,N,B,M,41,3,1,B,M
7869,Houston,shot,gun,38,M,B,TX,FALSE,other,Not fleeing,TRUE,1,Y,L,M,28,3,1,L,M
7870,Houston,shot,gun,38,M,B,TX,FALSE,other,Not fleeing,TRUE,1,N,L,M,24,3,1,L,M
7871,Houston,shot,gun,38,M,B,TX,FALSE,other,Not fleeing,TRUE,1,N,W,U,U,3,1,W,M
7872,Houston,shot,gun,38,M,B,TX,FALSE,other,Not fleeing,TRUE,1,Y,B,M,69,3,1,B,M
7873,Houston,shot,gun,38,M,B,TX,FALSE,other,Not fleeing,TRUE,1,Y,B,U,U,3,1,W,M
7874,Houston,shot,gun,38,M,B,TX,FALSE,other,Not fleeing,TRUE,1,Y,B,U,U,3,1,W,M
7875,Houston,shot,gun,38,M,B,TX,FALSE,other,Not fleeing,TRUE,1,Y,B,U,U,3,6,W;W;W;W;W;W,M;M;M;M;M;M
7876,Houston,shot,gun,38,M,B,TX,FALSE,other,Not fleeing,TRUE,1,Y,B,U,U,3,6,W;W;W;W;W;W,M;M;M;M;M;M
7877,Houston,shot,gun,38,M,B,TX,FALSE,other,Not fleeing,TRUE,1,Y,L,M,33,3,1,W,M
7878,Houston,shot,gun,38,M,B,TX,FALSE,other,Not fleeing,TRUE,1,N,B,M,38,3,1,L,M
7879,Houston,shot,gun,38,M,B,TX,FALSE,other,Not fleeing,TRUE,1,Y,W,M,44,3,2,W;W,M;F
7880,Houston,shot,gun,38,M,B,TX,FALSE,other,Not fleeing,TRUE,1,N,W,M,36,3,1,W,M
7881,Houston,shot,gun,38,M,B,TX,FALSE,other,Not fleeing,TRUE,1,Y,B,M,37,3,2,B;B,M;M
7882,Houston,shot,gun,38,M,B,TX,FALSE,other,Not fleeing,TRUE,1,Y,B,M,23,3,1,L,M
7883,Houston,shot,gun,38,M,B,TX,FALSE,other,Not fleeing,TRUE,1,Y,A,U,U,3,3,W;W;L,M;M;M
7884,Houston,shot,gun,38,M,B,TX,FALSE,other,Not fleeing,TRUE,1,Y,B,U,U,3,3,W;W;L,M;M;M
7885,Houston,shot,gun,38,M,B,TX,FALSE,other,Not fleeing,TRUE,1,Y,B,U,U,3,1,L,M
7886,Houston,shot,gun,38,M,B,TX,FALSE,other,Not fleeing,TRUE,1,Y,L,M,36,3,2,B;W,M;M
7887,Houston,shot,gun,38,M,B,TX,FALSE,other,Not fleeing,TRUE,1,Y,B,M,33,3,1,W,M
7888,Houston,shot,gun,38,M,B,TX,FALSE,other,Not fleeing,TRUE,1,N,B,M,25,3,2,W;W,M;M
7889,Houston,shot,gun,38,M,B,TX,FALSE,other,Not fleeing,TRUE,1,Y,L,U,U,3,1,L,M
7890,Houston,shot,gun,38,M,B,TX,FALSE,other,Not fleeing,TRUE,1,N,W,M,30,3,1,L,M
7891,Houston,shot,gun,38,M,B,TX,FALSE,other,Not fleeing,TRUE,1,N,B,U,U,3,1,B,M
7892,Houston,shot,gun,38,M,B,TX,FALSE,other,Not fleeing,TRUE,1,Y,L,M,22,3,1,L,M
7893,Houston,shot,gun,38,M,B,TX,FALSE,other,Not fleeing,TRUE,1,U,L,M,U,3,1,B,M
7894,Houston,shot,gun,38,M,B,TX,FALSE,other,Not fleeing,TRUE,1,Y,L,U,U,3,1,L,M
7895,Houston,shot,gun,38,M,B,TX,FALSE,other,Not fleeing,TRUE,1,Y,B,U,U,3,3,L;W;W,M;M;M
7896,Houston,shot,gun,38,M,B,TX,FALSE,other,Not fleeing,TRUE,1,Y,U,M,U,3,1,W,M
7897,Houston,shot,gun,38,M,B,TX,FALSE,other,Not fleeing,TRUE,1,N,L,U,U,3,1,L,M
7898,Houston,shot,gun,38,M,B,TX,FALSE,other,Not fleeing,TRUE,1,N,L,U,U,3,1,W,M
7899,Houston,shot,gun,38,M,B,TX,FALSE,other,Not fleeing,TRUE,1,Y,L,M,25,3,1,W,M
7900,Houston,shot,gun,38,M,B,TX,FALSE,other,Not fleeing,TRUE,1,N,L,M,22,3,1,B,M
7901,Houston,shot,gun,38,M,B,TX,FALSE,other,Not fleeing,TRUE,1,N,W,U,U,3,1,A,M
7902,Houston,shot,gun,38,M,B,TX,FALSE,other,Not fleeing,TRUE,1,N,W,M,29,3,1,B,F
7903,Houston,shot,gun,38,M,B,TX,FALSE,other,Not fleeing,TRUE,1,N,U,U,U,3,1,A,F
7904,Houston,shot,gun,38,M,B,TX,FALSE,other,Not fleeing,TRUE,1,Y,B,M,34,3,1,W,M
7905,Houston,shot,gun,38,M,B,TX,FALSE,other,Not fleeing,TRUE,1,Y,B,M,23,3,1,W,M
7906,Houston,shot,NA,24,M,B,TX,FALSE,other,Car,FALSE,1,N,L,U,U,3,2,W;W,M;M
7907,Houston,shot,NA,24,M,B,TX,FALSE,other,Car,FALSE,1,N,U,U,U,3,1,W,M
7908,Houston,shot,NA,24,M,B,TX,FALSE,other,Car,FALSE,1,Y,B,F,20,3,1,A,M
7909,Houston,shot,NA,24,M,B,TX,FALSE,other,Car,FALSE,1,Y,L,U,U,3,3,A;L;B,M;M;M
7910,Houston,shot,NA,24,M,B,TX,FALSE,other,Car,FALSE,1,Y,W,M,34,3,1,W,M
7911,Houston,shot,NA,24,M,B,TX,FALSE,other,Car,FALSE,1,Y,B,M,35,3,1,L,M
7912,Houston,shot,NA,24,M,B,TX,FALSE,other,Car,FALSE,1,N,B,U,U,3,1,L,M
7913,Houston,shot,NA,24,M,B,TX,FALSE,other,Car,FALSE,1,N,B,M,41,3,1,W,M
7914,Houston,shot,NA,24,M,B,TX,FALSE,other,Car,FALSE,1,Y,B,U,U,3,1,B,M
7915,Houston,shot,NA,24,M,B,TX,FALSE,other,Car,FALSE,1,N,B,U,U,3,1,B,M
7916,Houston,shot,NA,24,M,B,TX,FALSE,other,Car,FALSE,1,Y,B,U,U,3,1,L,M
7917,Houston,shot,NA,24,M,B,TX,FALSE,other,Car,FALSE,1,Y,L,U,U,3,1,L,M
7918,Houston,shot,NA,24,M,B,TX,FALSE,other,Car,FALSE,1,N,L,U,U,3,1,L,M
7919,Houston,shot,NA,24,M,B,TX,FALSE,other,Car,FALSE,1,N,B,U,U,3,1,A,M
7920,Houston,shot,NA,24,M,B,TX,FALSE,other,Car,FALSE,1,N,B,M,27,3,1,B,M
7921,Houston,shot,NA,24,M,B,TX,FALSE,other,Car,FALSE,1,N,B,U,U,3,1,W,M
7922,Houston,shot,NA,24,M,B,TX,FALSE,other,Car,FALSE,1,Y,B,U,U,3,2,L;L,M;M
7923,Houston,shot,NA,24,M,B,TX,FALSE,other,Car,FALSE,1,Y,B,M,20,3,2,W;L,M;M
7924,Houston,shot,NA,24,M,B,TX,FALSE,other,Car,FALSE,1,Y,W,M,49,3,1,W,M
7925,Houston,shot,NA,24,M,B,TX,FALSE,other,Car,FALSE,1,Y,L,U,U,3,2,L;A,M;M
7926,Houston,shot,NA,24,M,B,TX,FALSE,other,Car,FALSE,1,Y,L,M,28,3,3,W;W;L,M;M;M
7927,Houston,shot,NA,24,M,B,TX,FALSE,other,Car,FALSE,1,Y,A,U,U,3,2,B;B,M;M
7928,Houston,shot,NA,24,M,B,TX,FALSE,other,Car,FALSE,1,Y,B,U,U,3,1,W,M
7929,Houston,shot,NA,24,M,B,TX,FALSE,other,Car,FALSE,1,N,B,M,27,3,1,B,M
7930,Houston,shot,NA,24,M,B,TX,FALSE,other,Car,FALSE,1,N,B,U,U,3,1,L,M
7931,Houston,shot,NA,24,M,B,TX,FALSE,other,Car,FALSE,1,N,B,U,U,3,1,L,M
7932,Houston,shot,NA,24,M,B,TX,FALSE,other,Car,FALSE,1,Y,B,U,U,3,1,L,M
7933,Houston,shot,NA,24,M,B,TX,FALSE,other,Car,FALSE,1,U,B,U,U,3,1,W,M;M
7934,Houston,shot,NA,24,M,B,TX,FALSE,other,Car,FALSE,1,N,L,U,U,3,1,W,M
7935,Houston,shot,NA,24,M,B,TX,FALSE,other,Car,FALSE,1,Y,L,M,N/A,3,1,W,M
7936,Houston,shot,NA,24,M,B,TX,FALSE,other,Car,FALSE,1,N,U,N/A,N/A,3,1,W,M
7937,Houston,shot,NA,24,M,B,TX,FALSE,other,Car,FALSE,1,Y,L,M,28,3,2,W;W,M;M
7938,Houston,shot,NA,24,M,B,TX,FALSE,other,Car,FALSE,1,N,B,M,U,3,1,B,M
7939,Houston,shot,NA,24,M,B,TX,FALSE,other,Car,FALSE,1,Y,L,M,24,3,1,L,M
7940,Houston,shot,NA,24,M,B,TX,FALSE,other,Car,FALSE,1,Y,L,M,55,3,1,W,M
7941,Houston,shot,NA,24,M,B,TX,FALSE,other,Car,FALSE,1,Y,W,M,32,3,2,L;A,M;M
7942,Houston,shot,NA,24,M,B,TX,FALSE,other,Car,FALSE,1,Y,L,M,34,3,1,L,M
7943,Houston,shot,NA,24,M,B,TX,FALSE,other,Car,FALSE,1,N,B,U,U,3,6,W;W;W;W;W;W,M;M;M;M;M;M
7944,Houston,shot,NA,24,M,B,TX,FALSE,other,Car,FALSE,1,Y,B,U,U,3,3,W;W;L,M;M;M
7945,Houston,shot,NA,24,M,B,TX,FALSE,other,Car,FALSE,1,Y,W,M,46,3,5,B;W;W;W;W,M;M;M;M;M
7946,Houston,shot,NA,24,M,B,TX,FALSE,other,Car,FALSE,1,N,B,U,U,3,1,W,M
7947,Houston,shot,NA,24,M,B,TX,FALSE,other,Car,FALSE,1,Y,B,M,U,3,1,L,M
7948,Houston,shot,NA,24,M,B,TX,FALSE,other,Car,FALSE,1,Y,L,M,22,3,4,L,M
7949,Houston,shot,NA,24,M,B,TX,FALSE,other,Car,FALSE,1,Y,B,M,49,3,1,W,M
7950,Houston,shot,NA,24,M,B,TX,FALSE,other,Car,FALSE,1,N,U,U,U,3,1,W,M
7951,Houston,shot,NA,24,M,B,TX,FALSE,other,Car,FALSE,1,Y,B,M,24,3,2,W;W,M;M
7952,Houston,shot,NA,24,M,B,TX,FALSE,other,Car,FALSE,1,Y,U,U,U,3,1,L,M
7953,Houston,shot,NA,24,M,B,TX,FALSE,other,Car,FALSE,1,Y,B,M,29,3,1,L,M
7954,Houston,shot,NA,24,M,B,TX,FALSE,other,Car,FALSE,1,N,W,M,45,3,1,L,M
7955,Houston,shot,NA,24,M,B,TX,FALSE,other,Car,FALSE,1,Y,L,U,U,3,1,L,M
7956,Houston,shot,NA,24,M,B,TX,FALSE,other,Car,FALSE,1,Y,B,U,U,3,1,B,M
7957,Houston,shot,NA,24,M,B,TX,FALSE,other,Car,FALSE,1,Y,B,M,31,3,1,B,M
7958,Houston,shot,NA,24,M,B,TX,FALSE,other,Car,FALSE,1,N,U,M,U,3,2,L;W,M;M
7959,Houston,shot,NA,24,M,B,TX,FALSE,other,Car,FALSE,1,N,B,M,57,3,2,W;U,M;U
7960,Houston,shot,NA,24,M,B,TX,FALSE,other,Car,FALSE,1,Y,B,M,24,3,2,W;B,M;M
7961,Houston,shot,NA,24,M,B,TX,FALSE,other,Car,FALSE,1,Y,L,M,22,3,1,L,M
7962,Houston,shot,NA,24,M,B,TX,FALSE,other,Car,FALSE,1,N,L,M,37,3,1,L,M
7963,Houston,shot,NA,24,M,B,TX,FALSE,other,Car,FALSE,1,Y,L,M,22,3,1,L,M
7964,Houston,shot,NA,24,M,B,TX,FALSE,other,Car,FALSE,1,Y,W,F,40,3,2,W;B,M;M
7965,Houston,shot,NA,24,M,B,TX,FALSE,other,Car,FALSE,1,Y,B,M,26,3,1,W,M
7966,Houston,shot,NA,24,M,B,TX,FALSE,other,Car,FALSE,1,N,W,U,U,3,4,W;L;W;W,M;M;M;M
7967,Houston,shot,NA,24,M,B,TX,FALSE,other,Car,FALSE,1,Y,L,M,23,3,1,W,M
7968,Houston,shot,NA,24,M,B,TX,FALSE,other,Car,FALSE,1,Y,U,M,U,3,1,W,M
7969,Houston,shot,NA,24,M,B,TX,FALSE,other,Car,FALSE,1,N,B,M,23,3,2,W;W,M;M
7970,Houston,shot,NA,24,M,B,TX,FALSE,other,Car,FALSE,1,N,W,M,47,3,1,W,F
7971,Houston,shot,NA,24,M,B,TX,FALSE,other,Car,FALSE,1,Y,B,M,21,3,1,W,M
7972,Houston,shot,NA,24,M,B,TX,FALSE,other,Car,FALSE,1,Y,L,M,60,3,2,L;L,M;M
7973,Houston,shot,NA,24,M,B,TX,FALSE,other,Car,FALSE,1,N,W,M,29,3,1,B,F
7974,Houston,shot,NA,24,M,B,TX,FALSE,other,Car,FALSE,1,N,B,U,U,3,1,B,M
7975,Houston,shot,NA,24,M,B,TX,FALSE,other,Car,FALSE,1,N,B,M,22,3,1,L,M
7976,Houston,shot,NA,24,M,B,TX,FALSE,other,Car,FALSE,1,N,L,M,21,3,1,W,M
7977,Houston,shot,gun,37,M,B,TX,FALSE,attack,Foot,FALSE,1,Y,B,M,23,3,1,L,M
7978,Houston,shot,gun,37,M,B,TX,FALSE,attack,Foot,FALSE,1,N,B,U,U,3,1,L,M
7979,Houston,shot,gun,37,M,B,TX,FALSE,attack,Foot,FALSE,1,Y,B,M,32,3,1,L,M
7980,Houston,shot,gun,37,M,B,TX,FALSE,attack,Foot,FALSE,1,U,L,M,U,3,1,L,M
7981,Houston,shot,gun,37,M,B,TX,FALSE,attack,Foot,FALSE,1,Y,L,M,19,3,1,L,M
7982,Houston,shot,gun,37,M,B,TX,FALSE,attack,Foot,FALSE,1,N,U,U,U,3,1,W,M
7983,Houston,shot,gun,37,M,B,TX,FALSE,attack,Foot,FALSE,1,Y,B,M,20,3,1,L,M
7984,Houston,shot,gun,37,M,B,TX,FALSE,attack,Foot,FALSE,1,Y,B,F,20,3,1,A,M
7985,Houston,shot,gun,37,M,B,TX,FALSE,attack,Foot,FALSE,1,Y,L,U,U,3,3,A;L;B,M;M;M
